01,ALACHUA,0052,A.QUINN JONES CENTER,5,*,*,*,*,*,*,*
01,ALACHUA,0112,ABRAHAM LINCOLN MIDDLE SCHOOL,59,548,100,0,0,0,10,90
01,ALACHUA,0121,HOWARD W. BISHOP MIDDLE SCHOOL,22,544,100,0,0,0,14,86
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,7,*,*,*,*,*,*,*
01,ALACHUA,0151,GAINESVILLE HIGH SCHOOL,527,497,46,37,17,20,11,15
01,ALACHUA,0201,HAWTHORNE MIDDLE/HIGH SCHOOL,63,485,30,44,25,21,6,3
01,ALACHUA,0261,NEWBERRY HIGH SCHOOL,204,493,43,32,25,30,10,3
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,330,493,50,35,14,32,12,7
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,25,522,96,4,0,36,28,32
01,ALACHUA,0421,EASTSIDE HIGH SCHOOL,327,485,31,52,17,14,7,10
01,ALACHUA,0431,F. W. BUCHHOLZ HIGH SCHOOL,612,497,54,29,17,29,14,11
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,1,*,*,*,*,*,*,*
01,ALACHUA,0481,FORT CLARKE MIDDLE SCHOOL,9,*,*,*,*,*,*,*
01,ALACHUA,0502,KANAPAHA MIDDLE SCHOOL,17,546,100,0,0,0,6,94
01,ALACHUA,0591,OAK VIEW MIDDLE SCHOOL,23,544,100,0,0,0,17,83
01,ALACHUA,0961,MICANOPY ACADEMY,5,*,*,*,*,*,*,*
01,ALACHUA,0991,SIATECH AT GAINESVILLE,19,464,5,89,5,5,0,0
01,ALACHUA,1003,NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,28,*,0,*,*,*,*,*
01,ALACHUA,7004,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),11,497,36,45,18,18,0,18
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,322,500,55,20,25,42,8,5
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,1,*,*,*,*,*,*,*
03,BAY,0061,BAY HIGH SCHOOL,224,496,54,28,18,44,8,2
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,16,520,100,0,0,56,25,19
03,BAY,0141,EVERITT MIDDLE SCHOOL,20,510,95,0,5,95,0,0
03,BAY,0161,JINKS MIDDLE SCHOOL,12,533,92,8,0,8,17,67
03,BAY,0201,SURFSIDE MIDDLE SCHOOL,40,532,100,0,0,23,38,40
03,BAY,0331,MOWAT MIDDLE SCHOOL,43,516,79,0,21,35,35,9
03,BAY,0341,RUTHERFORD HIGH SCHOOL,199,486,31,43,26,26,3,3
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,357,504,67,19,14,44,18,5
03,BAY,0531,NEW HORIZONS LEARNING CENTER,7,*,*,*,*,*,*,*
03,BAY,0541,DEANE BOZEMAN SCHOOL,131,503,66,18,17,48,15,3
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,430,499,58,25,17,40,13,6
03,BAY,0571,BREAKFAST POINT ACADEMY,13,540,100,0,0,0,15,85
03,BAY,0581,ROSENWALD HIGH SCHOOL,21,466,10,76,14,5,5,0
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,27,547,100,0,0,4,7,89
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,14,527,100,0,0,36,43,21
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,120,526,96,1,3,24,43,29
03,BAY,0771,PALM BAY PREPARATORY ACADEMY 6-12,16,477,25,56,19,25,0,0
03,BAY,0782,CENTRAL HIGH SCHOOL,18,480,0,61,39,0,0,0
