01,ALACHUA,0052,A.QUINN JONES CENTER,3,*,*,*,*,*,*,*
01,ALACHUA,0082,HOSPITAL HOMEBOUND,2,*,*,*,*,*,*,*
01,ALACHUA,0112,ABRAHAM LINCOLN MIDDLE SCHOOL,62,543,98,0,2,3,19,76
01,ALACHUA,0121,HOWARD W. BISHOP MIDDLE SCHOOL,22,546,100,0,0,5,14,82
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,11,538,100,0,0,0,18,82
01,ALACHUA,0151,GAINESVILLE HIGH SCHOOL,381,502,56,27,17,27,12,17
01,ALACHUA,0201,HAWTHORNE MIDDLE/HIGH SCHOOL,83,474,16,70,14,12,4,0
01,ALACHUA,0261,NEWBERRY HIGH SCHOOL,162,496,43,24,33,32,7,3
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,254,491,37,39,24,27,7,3
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,49,500,61,29,10,39,16,6
01,ALACHUA,0421,EASTSIDE HIGH SCHOOL,177,487,36,45,19,21,11,3
01,ALACHUA,0431,F. W. BUCHHOLZ HIGH SCHOOL,498,498,54,33,13,28,15,11
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,1,*,*,*,*,*,*,*
01,ALACHUA,0481,FORT CLARKE MIDDLE SCHOOL,10,534,100,0,0,20,40,40
01,ALACHUA,0502,KANAPAHA MIDDLE SCHOOL,20,539,100,0,0,10,15,75
01,ALACHUA,0591,OAK VIEW MIDDLE SCHOOL,34,545,100,0,0,0,12,88
01,ALACHUA,0961,MICANOPY ACADEMY,14,482,36,43,21,36,0,0
01,ALACHUA,0991,SIATECH AT GAINESVILLE,1,*,*,*,*,*,*,*
01,ALACHUA,1003,NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,5,*,*,*,*,*,*,*
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,339,496,49,31,20,33,10,6
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,2,*,*,*,*,*,*,*
03,BAY,0061,BAY HIGH SCHOOL,128,486,38,46,16,23,14,1
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,8,*,*,*,*,*,*,*
03,BAY,0161,JINKS MIDDLE SCHOOL,8,*,*,*,*,*,*,*
03,BAY,0201,SURFSIDE MIDDLE SCHOOL,48,530,96,0,4,29,21,46
03,BAY,0331,MOWAT MIDDLE SCHOOL,37,526,95,0,5,24,35,35
