01,ALACHUA,0052,A.QUINN JONES CENTER,4,*,*,*,*,*,*,*
01,ALACHUA,0112,ABRAHAM LINCOLN MIDDLE SCHOOL,66,554,100,0,0,2,0,98
01,ALACHUA,0121,HOWARD W. BISHOP MIDDLE SCHOOL,25,550,100,0,0,0,4,96
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,18,540,100,0,0,11,17,72
01,ALACHUA,0151,GAINESVILLE HIGH SCHOOL,406,500,55,31,14,30,10,16
01,ALACHUA,0201,HAWTHORNE MIDDLE/HIGH SCHOOL,28,520,82,7,11,14,57,11
01,ALACHUA,0221,A. L. MEBANE MIDDLE SCHOOL,3,*,*,*,*,*,*,*
01,ALACHUA,0261,NEWBERRY HIGH SCHOOL,129,494,42,29,29,30,7,5
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,263,502,59,18,23,36,16,6
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,23,499,52,22,26,39,13,0
01,ALACHUA,0421,EASTSIDE HIGH SCHOOL,202,502,56,31,12,21,14,21
01,ALACHUA,0431,F. W. BUCHHOLZ HIGH SCHOOL,627,510,71,16,13,31,23,17
01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,1,*,*,*,*,*,*,*
01,ALACHUA,0481,FORT CLARKE MIDDLE SCHOOL,4,*,*,*,*,*,*,*
01,ALACHUA,0502,KANAPAHA MIDDLE SCHOOL,21,545,100,0,0,5,10,86
01,ALACHUA,0591,OAK VIEW MIDDLE SCHOOL,23,539,100,0,0,4,26,70
01,ALACHUA,0961,MICANOPY MIDDLE SCHOOL INC.,8,*,*,*,*,*,*,*
01,ALACHUA,0991,SIATECH GAINESVILLE,8,*,*,*,*,*,*,*
01,ALACHUA,1003,MYCROSCHOOL GAINESVILLE,9,*,*,*,*,*,*,*
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,1,*,*,*,*,*,*,*
01,ALACHUA,7004,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),8,*,*,*,*,*,*,*
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,336,517,87,5,8,41,29,17
03,BAY,0061,BAY HIGH SCHOOL,229,494,45,31,24,30,12,3
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,6,*,*,*,*,*,*,*
03,BAY,0141,EVERITT MIDDLE SCHOOL,14,521,86,7,7,14,43,29
03,BAY,0161,JINKS MIDDLE SCHOOL,14,536,100,0,0,14,14,71
03,BAY,0201,SURFSIDE MIDDLE SCHOOL,23,541,100,0,0,4,22,74
03,BAY,0331,MOWAT MIDDLE SCHOOL,38,523,95,0,5,37,29,29
03,BAY,0341,RUTHERFORD HIGH SCHOOL,209,491,40,38,22,31,8,2
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,463,507,68,13,19,42,19,7
03,BAY,0531,NEW HORIZONS LEARNING CENTER,16,*,0,*,*,*,*,*
03,BAY,0541,DEANE BOZEMAN SCHOOL,117,505,65,13,22,45,13,7
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,327,506,72,11,17,52,14,6
03,BAY,0571,BREAKFAST POINT ACADEMY,0,*,*,*,*,*,*,*
03,BAY,0581,ROSENWALD HIGH SCHOOL,26,475,15,77,8,8,8,0
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,19,556,100,0,0,0,5,95
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,20,532,100,0,0,10,45,45
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,93,526,95,0,5,30,27,38
03,BAY,0771,PALM BAY PREPARATORY ACADEMY 6-12,46,491,41,28,30,37,2,2
03,BAY,0782,CENTRAL HIGH SCHOOL,34,479,15,56,29,12,3,0
03,BAY,2711,UNIVERSITY ACADEMY SABL INC,14,536,100,0,0,0,43,57
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,1,*,*,*,*,*,*,*
03,BAY,7004,BAY VIRTUAL FRANCHISE,5,*,*,*,*,*,*,*
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),4,*,*,*,*,*,*,*
04,BRADFORD,0021,BRADFORD HIGH SCHOOL,137,480,26,54,20,21,3,2
04,BRADFORD,0172,BRADFORD MIDDLE SCHOOL,12,517,100,0,0,58,33,8
05,BREVARD,0011,TITUSVILLE HIGH SCHOOL,154,499,53,25,21,36,9,8
05,BREVARD,0052,JAMES MADISON MIDDLE SCHOOL,38,506,76,11,13,61,11,5
05,BREVARD,0082,NORTH AREA ADULT EDUCATION-DAY PROGRAM,4,*,*,*,*,*,*,*
05,BREVARD,0141,ANDREW JACKSON MIDDLE SCHOOL,27,530,96,0,4,15,44,37
05,BREVARD,0161,ASTRONAUT HIGH SCHOOL,245,493,47,31,22,36,8,3
05,BREVARD,0302,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,221,504,66,19,15,43,17,6
05,BREVARD,1011,ROCKLEDGE SENIOR HIGH SCHOOL,353,491,43,36,20,31,11,1
05,BREVARD,1012,CENTRAL AREA ADULT EDUCATION DAY-PROGRAM,1,*,*,*,*,*,*,*
05,BREVARD,1017,NORTH/CENTRAL AREA ALTERNATIVE LEARNING,6,*,*,*,*,*,*,*
05,BREVARD,1018,SOUTH AREA ALTERNATIVE LEARNING CENTER,11,496,36,36,27,36,0,0
05,BREVARD,1028,DEVEREUX HOSPITAL,1,*,*,*,*,*,*,*
05,BREVARD,1029,RIVERDALE COUNTRY DAY SCHOOL,3,*,*,*,*,*,*,*
05,BREVARD,1081,RONALD MCNAIR MAGNET MIDDLE SCHOOL,26,518,100,0,0,69,12,19
05,BREVARD,1101,JOHN F. KENNEDY MIDDLE SCHOOL,23,536,100,0,0,9,30,61
05,BREVARD,1121,COCOA HIGH SCHOOL,211,487,37,44,18,30,7,0
05,BREVARD,1171,VIERA HIGH SCHOOL,394,518,87,5,8,38,30,19
05,BREVARD,2011,MELBOURNE SENIOR HIGH SCHOOL,412,502,59,23,18,35,16,8
05,BREVARD,2021,PALM BAY MAGNET SENIOR HIGH SCHOOL,245,488,36,42,22,29,4,2
05,BREVARD,2071,STONE MAGNET MIDDLE SCHOOL,40,527,100,0,0,45,10,45
05,BREVARD,2072,SOUTH AREA ADULT EDUCATION-DAY PROGRAM,7,*,*,*,*,*,*,*
05,BREVARD,2122,SOUTHWEST MIDDLE SCHOOL,33,524,100,0,0,42,36,21
05,BREVARD,2211,BAYSIDE HIGH SCHOOL,387,494,47,32,21,35,10,2
05,BREVARD,2311,HERITAGE HIGH SCHOOL,351,489,38,39,23,28,8,1
05,BREVARD,3011,EAU GALLIE HIGH SCHOOL,311,497,53,25,22,37,13,3
05,BREVARD,3021,CENTRAL MIDDLE SCHOOL,26,541,100,0,0,4,27,69
05,BREVARD,3031,LYNDON B. JOHNSON MIDDLE SCHOOL,29,537,100,0,0,21,10,69
05,BREVARD,3141,WESTSHORE JUNIOR/SENIOR HIGH SCHOOL,154,536,99,0,1,16,22,61
05,BREVARD,4011,MERRITT ISLAND HIGH SCHOOL,293,497,49,30,21,34,10,5
05,BREVARD,4021,EDGEWOOD JR/SR HIGH SCHOOL,160,532,100,0,0,24,29,48
05,BREVARD,4111,THOMAS JEFFERSON MIDDLE SCHOOL,41,539,100,0,0,12,24,63
05,BREVARD,5011,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,158,508,70,20,11,34,16,19
05,BREVARD,6011,SATELLITE SENIOR HIGH SCHOOL,240,515,79,12,9,33,21,25
05,BREVARD,6012,DELAURA MIDDLE SCHOOL,50,532,100,0,0,20,36,44
05,BREVARD,6082,HERBERT C. HOOVER MIDDLE SCHOOL,23,539,100,0,0,9,22,70
05,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOOL,1,*,*,*,*,*,*,*
05,BREVARD,6507,ODYSSEY CHARTER SCHOOL,74,512,73,15,12,42,15,16
05,BREVARD,6508,SCULPTOR CHARTER SCHOOL,15,520,93,7,0,47,33,13
05,BREVARD,6540,VIERA CHARTER SCHOOL,23,528,100,0,0,30,26,43
05,BREVARD,7004,BREVARD VIRTUAL FRANCHISE,11,504,73,18,9,45,18,9
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,29,527,100,0,0,34,45,21
06,BROWARD,0131,GULFSTREAM ACADEMY OF HALLANDALE BEACH,22,518,82,9,9,32,27,23
06,BROWARD,0171,SOUTH BROWARD HIGH SCHOOL,623,488,34,46,21,24,7,3
06,BROWARD,0185,POMPANO BEACH INSTITUTE INTERNATIONAL STUDIES,196,515,84,3,13,47,24,13
06,BROWARD,0211,STRANAHAN HIGH SCHOOL,354,481,27,55,17,21,5,2
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,376,498,53,28,19,36,13,4
06,BROWARD,0251,SUNRISE MIDDLE SCHOOL,43,535,95,0,5,7,30,58
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,17,529,100,0,0,29,24,47
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,399,480,22,58,20,19,3,0
06,BROWARD,0371,DILLARD  6-12,301,497,52,31,18,33,12,7
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,219,480,23,56,21,21,2,0
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,9,*,*,*,*,*,*,*
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,79,450,0,99,1,0,0,0
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,8,*,*,*,*,*,*,*
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,33,517,88,0,12,39,33,15
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,18,533,94,0,6,11,39,44
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,21,543,100,0,0,5,14,81
06,BROWARD,0601,SEAGULL SCHOOL,29,457,0,93,7,0,0,0
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,33,528,91,3,6,24,21,45
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,27,533,93,0,7,15,30,48
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,30,535,97,3,0,10,23,63
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,25,545,100,0,0,0,8,92
06,BROWARD,0951,FORT LAUDERDALE HIGH SCHOOL,350,500,58,23,20,40,14,4
06,BROWARD,1051,SHERIDAN TECHNICAL COLLEGE,55,513,82,2,16,42,31,9
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,48,512,79,4,17,48,23,8
06,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,451,492,47,35,18,34,10,4
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,393,480,20,60,21,17,2,0
